epoch,train_loss,lr
0,6.694297671318054,5.5e-06
epoch,train_loss,lr
1,6.017932057380676,0.0055044
epoch,train_loss,lr
2,4.695454955101013,0.0110033
epoch,train_loss,lr
3,3.8499950766563416,0.0165022
epoch,train_loss,lr
4,4.021457195281982,0.022001100000000003
epoch,train_loss,lr
5,3.6189321279525757,0.02565784930203604
epoch,train_loss,lr
6,3.5498769879341125,0.02487398367265553
epoch,train_loss,lr
7,3.300821840763092,0.02396824135031417
epoch,train_loss,lr
8,3.2055007219314575,0.022950545837434305
epoch,train_loss,lr
9,3.150213837623596,0.021832047219021506
epoch,train_loss,lr
10,3.2404395937919617,0.020625000000000004
epoch,train_loss,lr
11,3.243847072124481,0.019342628842292257
epoch,train_loss,lr
12,3.02014422416687,0.017998983672655528
epoch,train_loss,lr
13,2.8622536659240723,0.01660878574874419
epoch,train_loss,lr
14,2.8779357075691223,0.015187266369930237
epoch,train_loss,lr
15,2.938620865345001,0.013750000000000005
epoch,train_loss,lr
16,2.9964699745178223,0.012312733630069768
epoch,train_loss,lr
17,2.9803478717803955,0.010891214251255808
epoch,train_loss,lr
18,2.81049507856369,0.009501016327344474
epoch,train_loss,lr
19,2.750425636768341,0.00815737115770775
epoch,train_loss,lr
20,2.7609479427337646,0.006875000000000003
epoch,train_loss,lr
21,3.036625921726227,0.005667952780978496
epoch,train_loss,lr
22,2.8343756198883057,0.0045494541625657045
epoch,train_loss,lr
23,2.844221532344818,0.0035317586496858323
epoch,train_loss,lr
24,2.9597495198249817,0.002626016327344474
epoch,train_loss,lr
25,2.802379071712494,0.001842150697963968
epoch,train_loss,lr
26,2.8727539777755737,0.0011887499574142367
epoch,train_loss,lr
27,2.697919547557831,0.000672972900941639
epoch,train_loss,lr
28,2.691783607006073,0.0003004704899101718
epoch,train_loss,lr
29,2.8453654646873474,7.532393868624074e-05
